FIPS,actual_state,actual_county,GHI,Wind Speed,Temperature_fahrenheit,Temperature,predicted,state,county,type
48005,TX,Angelina,188.8265278,0.293097958,67.06256173,19.47920096,6035,CA,Lassen,solar
48007,TX,Aransas,194.9431166,4.508977321,73.03785742,22.79880968,48351,TX,Newton,wind
48009,TX,Archer,204.8182028,3.134176614,64.23004782,17.90558212,48121,TX,Denton,wind
48011,TX,Armstrong,213.9288453,3.539852604,58.79347432,14.88526351,6085,CA,Santa Clara,solar
48013,TX,Atascosa,204.8922614,2.811797102,72.17168011,22.31760006,48121,TX,Denton,wind
48015,TX,Austin,199.0650247,2.52577637,69.52767991,20.84871106,48157,TX,Fort Bend,wind
48017,TX,Bailey,223.4393289,3.483077584,60.49974708,15.83319282,6077,CA,San Joaquin,solar
48019,TX,Bandera,201.053572,2.99744781,67.29568097,19.60871165,48149,TX,Fayette,wind
48021,TX,Bastrop,200.1647492,2.813672928,69.43166758,20.79537088,48157,TX,Fort Bend,wind
48023,TX,Baylor,210.2613551,3.198255462,63.46929223,17.48294013,48271,TX,Kinney,wind
48025,TX,Bee,200.9971852,3.023874941,72.62531197,22.56961776,48149,TX,Fayette,wind
48027,TX,Bell,202.4842715,2.869514902,67.57295007,19.76275004,48149,TX,Fayette,wind
48029,TX,Bexar,202.3856193,2.819196802,70.75626953,21.53126085,48149,TX,Fayette,wind
48031,TX,Blanco,203.90661,2.964657098,67.19238824,19.5513268,48175,TX,Goliad,wind
48033,TX,Borden,222.2536269,3.438325893,64.50858333,18.06032407,48333,TX,Mills,wind
48035,TX,Bosque,202.425639,2.991031186,66.3239943,19.06888572,48149,TX,Fayette,wind
48037,TX,Bowie,187.0131798,1.870717406,64.14931188,17.86072882,48351,TX,Newton,wind
48039,TX,Brazoria,190.2193932,3.270407866,70.935417,21.63078722,48351,TX,Newton,wind
48041,TX,Brazos,197.3260598,2.316203304,68.36742482,20.2041249,48245,TX,Jefferson,wind
48043,TX,Brewster,238.8193988,2.765195666,68.67857656,20.37698698,32003,NV,Clark,solar
48045,TX,Briscoe,215.5875907,3.502672598,60.0694399,15.59413328,6077,CA,San Joaquin,solar
48047,TX,Brooks,203.5114069,3.252836422,74.72157993,23.73421107,48175,TX,Goliad,wind
48049,TX,Brown,208.1883958,3.135719086,65.94520861,18.85844923,48309,TX,McLennan,wind
48051,TX,Burleson,200.149444,2.684290781,68.37841139,20.21022855,48157,TX,Fort Bend,wind
